tenure_months,monthly_charges,contract_type,internet_service,support_tickets_6m,payment_method,churn
24,36.278050171791456,Two year,Fiber optic,3,Electronic check,0
14,17.137833245612253,Month-to-month,DSL,1,Bank transfer,0
12,101.98881698327462,One year,Fiber optic,1,Electronic check,1
66,107.04124078319677,One year,DSL,1,Mailed check,0
12,61.8841810070651,One year,Fiber optic,0,Electronic check,0
52,68.87656486852865,One year,Fiber optic,2,Electronic check,0
11,65.12416561507575,Two year,DSL,0,Bank transfer,0
58,52.086256611800245,One year,Fiber optic,1,Bank transfer,0
6,55.279516248030546,Month-to-month,DSL,0,Electronic check,0
66,16.7083291854473,Month-to-month,DSL,0,Credit card,1
51,68.76657571257228,Two year,Fiber optic,1,Bank transfer,0
48,24.952440730446302,One year,Fiber optic,2,Credit card,1
57,32.31679166195942,Month-to-month,DSL,1,Electronic check,1
2,66.53663044954939,Month-to-month,Fiber optic,0,Bank transfer,1
11,59.57179942798554,Month-to-month,Fiber optic,1,Credit card,0
66,138.59602809449933,Two year,DSL,1,Mailed check,0
57,70.90661075782204,Two year,DSL,2,Electronic check,0
66,,Month-to-month,DSL,1,Electronic check,0
18,46.036766161985916,Two year,None,1,Mailed check,0
42,64.63659331204981,Month-to-month,Fiber optic,3,Electronic check,0
1,25.419912950218844,One year,Fiber optic,0,Credit card,1
8,25.66051796391507,Month-to-month,DSL,2,Bank transfer,0
15,49.92260676239792,Month-to-month,DSL,2,Mailed check,0
42,66.07864687158946,Month-to-month,Fiber optic,2,Electronic check,0
62,32.95601785067088,Month-to-month,Fiber optic,4,Credit card,1
26,106.15097655074324,One year,DSL,1,Electronic check,0
5,99.01008380989937,Month-to-month,None,0,Electronic check,0
58,,Two year,Fiber optic,1,Credit card,0
45,32.8137496803132,Month-to-month,Fiber optic,0,Mailed check,1
10,105.69397804547464,Month-to-month,Fiber optic,2,Bank transfer,0
59,42.46651843572309,One year,DSL,8,Mailed check,0
54,73.58144767606517,Month-to-month,DSL,1,Bank transfer,0
60,66.78363806456751,Month-to-month,None,0,Mailed check,0
4,,Month-to-month,None,0,Credit card,0
20,123.51207072411145,Two year,Fiber optic,0,Mailed check,0
7,77.70410392040387,Month-to-month,DSL,0,Bank transfer,1
65,56.31004805663408,Month-to-month,DSL,1,Electronic check,1
46,81.92859603633241,Month-to-month,DSL,3,Electronic check,0
39,43.94071531295005,One year,DSL,0,Electronic check,0
67,31.627008283917625,One year,Fiber optic,8,Bank transfer,0
58,73.61370250964012,Month-to-month,Fiber optic,1,Credit card,0
4,86.12770250628532,Month-to-month,Fiber optic,3,Electronic check,0
5,38.44825228748625,One year,Fiber optic,1,Mailed check,1
11,90.99893707023388,Month-to-month,Fiber optic,2,Bank transfer,0
33,45.798918100442805,Month-to-month,Fiber optic,2,Mailed check,1
60,49.90527570888373,Month-to-month,Fiber optic,0,Credit card,0
14,34.575570984627646,Month-to-month,DSL,2,Mailed check,1
71,70.55979353495461,Month-to-month,Fiber optic,3,Bank transfer,0
47,24.581489310739396,One year,Fiber optic,1,Bank transfer,1
50,60.27811937043456,Two year,Fiber optic,8,Bank transfer,0
25,45.50579449819958,Two year,DSL,2,Mailed check,0
28,57.5220556425807,One year,Fiber optic,2,Credit card,0
32,21.04388729218019,One year,Fiber optic,2,Credit card,0
43,24.91216690353173,Two year,Fiber optic,3,Bank transfer,0
32,49.065322507201195,Month-to-month,Fiber optic,2,Electronic check,1
65,49.30215482711104,Month-to-month,DSL,10,Electronic check,1
67,59.39868339573043,Month-to-month,Fiber optic,3,Bank transfer,0
52,73.00543607210564,Two year,Fiber optic,0,Mailed check,0
64,36.77264553833923,Month-to-month,Fiber optic,0,Bank transfer,0
28,49.469925275628995,Month-to-month,Fiber optic,1,Electronic check,0
28,93.79567968710012,Month-to-month,DSL,1,Credit card,1
31,110.20527389756222,Month-to-month,Fiber optic,1,Mailed check,0
3,45.98754734828501,Month-to-month,None,1,Credit card,0
28,49.9926587875707,Month-to-month,Fiber optic,1,Mailed check,0
34,42.05074780106306,Month-to-month,Fiber optic,1,Bank transfer,0
65,55.0253280467803,Month-to-month,Fiber optic,8,Credit card,1
39,86.68322586091705,Month-to-month,DSL,0,Bank transfer,1
62,119.69794049710174,Two year,Fiber optic,3,Bank transfer,0
41,35.58651820867088,Month-to-month,None,9,Electronic check,0
30,54.431395706783555,One year,Fiber optic,0,Electronic check,1
66,23.087863803364876,Two year,DSL,2,Electronic check,0
35,62.20147892119076,Month-to-month,DSL,1,Bank transfer,1
67,42.13928023162049,One year,None,1,Mailed check,0
58,77.82450498452322,Month-to-month,None,3,Mailed check,1
36,,Two year,DSL,1,Electronic check,0
53,39.2041722816723,Month-to-month,Fiber optic,0,Bank transfer,0
25,41.112079836535614,Month-to-month,Fiber optic,1,Electronic check,0
53,28.94933319663896,Two year,DSL,1,Electronic check,1
50,77.95246396183182,Month-to-month,DSL,1,Credit card,0
16,46.435170047258474,One year,None,1,Electronic check,1
26,27.12946921096642,Month-to-month,Fiber optic,1,Credit card,1
1,77.22611600773254,Two year,Fiber optic,4,Electronic check,1
6,61.0756047366757,Month-to-month,DSL,2,Electronic check,0
65,53.94019740418908,Month-to-month,None,1,Electronic check,0
67,63.80554324336062,One year,DSL,3,Mailed check,1
35,55.81080494544831,Month-to-month,DSL,2,Credit card,0
37,59.3744705057481,Two year,Fiber optic,0,Credit card,0
49,48.11414247745167,Two year,Fiber optic,1,Electronic check,0
35,,Month-to-month,DSL,0,Electronic check,0
30,93.20972902611949,Month-to-month,Fiber optic,0,Mailed check,1
37,55.24283838129331,Two year,DSL,2,Bank transfer,0
10,33.153751493374095,Two year,Fiber optic,1,Mailed check,1
23,116.41953952912917,Month-to-month,None,1,Credit card,0
18,57.24359119682536,Month-to-month,DSL,1,Electronic check,0
17,67.631653219945,Two year,None,0,Mailed check,1
52,103.42098066486535,One year,DSL,1,Mailed check,1
35,115.25898630378842,Month-to-month,None,2,Bank transfer,0
67,88.64587919004062,Month-to-month,DSL,0,Electronic check,1
57,36.00135342956742,One year,DSL,0,Bank transfer,0
51,84.83345732310671,Month-to-month,DSL,1,Electronic check,0
67,29.73491163130067,One year,Fiber optic,1,Electronic check,0
44,34.766252611267106,Month-to-month,DSL,0,Bank transfer,0
41,118.49444312488379,Month-to-month,Fiber optic,2,Electronic check,1
1,102.89180877540001,Two year,Fiber optic,1,Credit card,1
3,19.817907489390038,Two year,Fiber optic,1,Bank transfer,1
71,54.91659726275066,One year,DSL,0,Credit card,0
42,57.77349132643547,Two year,Fiber optic,2,Credit card,0
47,77.68899923526199,Two year,Fiber optic,2,Bank transfer,0
18,86.10200399350515,Month-to-month,Fiber optic,2,Mailed check,0
27,71.3620668888188,Month-to-month,None,2,Mailed check,0
43,62.78953840126351,One year,DSL,3,Credit card,0
21,47.81671604175067,Month-to-month,Fiber optic,1,Credit card,0
4,22.89548277324497,One year,DSL,2,Credit card,1
24,36.946723789897895,Month-to-month,Fiber optic,0,Bank transfer,0
65,43.655190887829804,Month-to-month,DSL,2,Bank transfer,1
31,68.97376638431487,One year,DSL,0,Mailed check,0
27,29.442122152458975,One year,DSL,1,Mailed check,1
0,56.72328453137025,Month-to-month,DSL,3,Credit card,0
2,92.21916789142372,Month-to-month,Fiber optic,0,Electronic check,1
45,,One year,Fiber optic,10,Bank transfer,0
33,49.60887317572826,One year,DSL,1,Bank transfer,1
22,46.405029046830926,One year,DSL,0,Bank transfer,1
11,63.71858113002919,One year,Fiber optic,1,Electronic check,0
67,,Month-to-month,Fiber optic,1,Credit card,0
54,38.12204373497725,Month-to-month,Fiber optic,0,Bank transfer,0
2,19.061360433638033,Month-to-month,DSL,1,Electronic check,1
57,57.147877304967736,One year,DSL,0,Mailed check,0
23,106.21147665883166,Month-to-month,DSL,1,Credit card,0
11,121.71389705455938,One year,DSL,0,Mailed check,0
42,100.00291596343575,One year,DSL,1,Mailed check,0
44,57.199139154153286,Month-to-month,DSL,0,Credit card,0
59,42.2360648393995,One year,DSL,0,Mailed check,0
33,66.2726457736823,Two year,DSL,1,Credit card,1
13,95.06499865765133,One year,DSL,2,Bank transfer,0
6,48.680308890323204,One year,Fiber optic,2,Credit card,0
48,32.916414738722594,Month-to-month,Fiber optic,0,Electronic check,0
14,49.432227444929595,Month-to-month,Fiber optic,0,Bank transfer,0
20,3.9972897817964665,One year,Fiber optic,1,Bank transfer,1
51,39.89311119002284,Month-to-month,Fiber optic,0,Credit card,0
31,49.51273657734398,One year,Fiber optic,1,Bank transfer,0
48,28.158875051574817,One year,Fiber optic,1,Electronic check,1
58,86.7527180460715,Month-to-month,DSL,0,Electronic check,0
43,40.31380913859582,One year,None,2,Electronic check,0
26,63.54107527999766,Month-to-month,DSL,0,Electronic check,0
17,55.448426830780605,Month-to-month,Fiber optic,1,Mailed check,0
23,77.67640297722546,Month-to-month,Fiber optic,0,Bank transfer,0
45,41.044765832105135,One year,None,1,Electronic check,0
19,55.97817513661917,Two year,DSL,5,Mailed check,0
52,63.61691566831933,Month-to-month,Fiber optic,3,Bank transfer,0
52,14.24457591220789,Month-to-month,DSL,0,Electronic check,0
27,56.25541823507036,One year,None,0,Mailed check,0
24,81.42280569156982,Month-to-month,None,2,Credit card,0
50,80.2411390584046,One year,DSL,1,Credit card,1
71,35.04565054779271,Month-to-month,DSL,0,Mailed check,1
62,35.81705318423321,Month-to-month,None,1,Mailed check,0
71,20.123939568171032,Month-to-month,DSL,3,Credit card,0
61,67.29005600647713,One year,DSL,1,Mailed check,0
3,19.73130042577806,Month-to-month,DSL,0,Credit card,1
41,16.390467664456352,Two year,Fiber optic,1,Credit card,0
65,18.189948533801903,One year,None,1,Mailed check,1
25,92.4878200491164,Two year,Fiber optic,1,Credit card,0
58,66.5990894095258,Month-to-month,Fiber optic,0,Mailed check,0
38,32.320689619613994,Month-to-month,Fiber optic,2,Bank transfer,0
52,35.672145288806405,Month-to-month,None,1,Mailed check,0
19,64.91916087108594,Two year,DSL,0,Credit card,0
61,31.67519406135293,One year,Fiber optic,0,Electronic check,0
23,6.900823533779729,One year,DSL,1,Credit card,1
58,49.33829217345365,One year,Fiber optic,2,Electronic check,0
59,47.3145041885523,Two year,Fiber optic,0,Bank transfer,0
42,41.000942250953884,Month-to-month,None,0,Mailed check,1
6,58.46848584677041,One year,Fiber optic,1,Mailed check,0
16,18.220382033072976,One year,DSL,1,Mailed check,0
58,47.182239832397826,One year,Fiber optic,1,Credit card,0
33,97.18815825412231,Month-to-month,Fiber optic,0,Bank transfer,0
53,72.56669507265134,Month-to-month,DSL,1,Electronic check,0
13,35.590509869367,One year,DSL,1,Electronic check,0
2,49.87190655213809,One year,DSL,4,Electronic check,0
13,88.98357165084532,One year,None,0,Bank transfer,0
69,52.295775545698405,Two year,DSL,3,Mailed check,0
4,48.59841783223446,Two year,None,2,Electronic check,1
26,150.94221496919087,Two year,DSL,3,Mailed check,0
59,94.5320987597831,Two year,Fiber optic,0,Bank transfer,0
40,23.732204359559333,Two year,None,1,Electronic check,0
36,,Month-to-month,Fiber optic,8,Electronic check,0
30,28.99347778461137,Month-to-month,Fiber optic,2,Credit card,0
43,32.79566320800193,Month-to-month,DSL,1,Electronic check,0
0,13.779189736724454,Two year,DSL,1,Credit card,0
24,23.43058747674749,Month-to-month,DSL,3,Credit card,1
66,,Month-to-month,None,1,Mailed check,1
69,78.12686503574561,Month-to-month,None,8,Credit card,1
37,55.25491684404945,Month-to-month,DSL,1,Credit card,0
28,85.14665854968791,One year,DSL,0,Credit card,0
71,66.72883388729923,One year,DSL,2,Mailed check,0
50,33.69866228942861,Month-to-month,DSL,2,Electronic check,0
16,50.284652943299534,Two year,None,2,Electronic check,0
66,85.73413293184484,Month-to-month,Fiber optic,1,Electronic check,1
56,181.54067307978187,Month-to-month,None,2,Bank transfer,0
63,28.22695425625929,Month-to-month,None,2,Credit card,1
40,88.91634897431963,Month-to-month,Fiber optic,5,Electronic check,0
26,48.03503769261559,Month-to-month,DSL,1,Credit card,0
50,37.571396414139834,One year,DSL,1,Bank transfer,0
30,125.68544918375724,Two year,DSL,1,Credit card,0
54,66.62539078143126,Month-to-month,None,2,Mailed check,1
19,77.85447153540461,Two year,DSL,2,Electronic check,0
10,,Month-to-month,DSL,1,Mailed check,0
36,48.33110962228754,One year,Fiber optic,0,Electronic check,0
71,41.54158530749435,Month-to-month,DSL,1,Bank transfer,0
19,50.25065609278989,Two year,Fiber optic,1,Bank transfer,1
60,76.97185517938895,Month-to-month,DSL,3,Bank transfer,0
38,38.977338800601466,Month-to-month,DSL,2,Mailed check,0
67,27.66554491855986,Month-to-month,None,1,Mailed check,1
55,93.46696772410488,Month-to-month,Fiber optic,1,Electronic check,1
23,108.59866610096188,One year,DSL,1,Electronic check,0
5,22.67051266545928,Month-to-month,DSL,2,Credit card,0
55,40.7371407998381,Month-to-month,DSL,1,Electronic check,1
69,57.49352802610985,One year,Fiber optic,0,Electronic check,0
23,57.07547585664799,Month-to-month,Fiber optic,2,Credit card,0
4,43.65035948518037,One year,DSL,3,Bank transfer,0
0,15.261197963611059,Month-to-month,None,1,Bank transfer,1
64,37.88418240465556,Month-to-month,Fiber optic,2,Bank transfer,1
65,53.69908552665079,Month-to-month,Fiber optic,0,Bank transfer,1
27,85.00752910552379,One year,None,0,Bank transfer,1
3,78.69752360369543,Month-to-month,DSL,1,Mailed check,0
58,59.865909048957455,Month-to-month,Fiber optic,2,Bank transfer,0
20,63.233472769061294,One year,Fiber optic,1,Mailed check,1
59,80.06958228898485,Two year,DSL,3,Bank transfer,0
28,84.59373181608515,Month-to-month,Fiber optic,0,Mailed check,0
12,40.690627542290734,Two year,Fiber optic,0,Electronic check,1
1,35.20607420526879,Two year,DSL,1,Electronic check,0
53,84.8685212355947,Month-to-month,DSL,1,Mailed check,1
63,46.245299000055965,Month-to-month,Fiber optic,0,Electronic check,1
3,10.946201838389742,Two year,None,1,Bank transfer,0
70,135.2382317118001,Month-to-month,DSL,2,Credit card,1
15,34.23329662443575,Month-to-month,DSL,0,Bank transfer,0
6,37.713629660631334,Month-to-month,None,3,Mailed check,0
69,29.35507680513293,Month-to-month,DSL,2,Mailed check,0
27,55.83465107736699,One year,DSL,0,Bank transfer,1
42,103.2492191283907,One year,None,2,Credit card,0
10,,Month-to-month,DSL,2,Credit card,0
70,89.37596935059557,One year,None,1,Electronic check,0
25,99.47623838213272,Month-to-month,Fiber optic,2,Bank transfer,0
55,48.84708107637892,Month-to-month,Fiber optic,3,Bank transfer,1
53,60.063380523887986,Month-to-month,DSL,3,Bank transfer,0
19,46.816527948203195,Month-to-month,Fiber optic,1,Electronic check,1
3,65.99427128995558,One year,Fiber optic,1,Bank transfer,1
57,52.84698945691206,One year,DSL,2,Mailed check,0
51,29.278780866346242,Month-to-month,DSL,2,Mailed check,0
62,29.912504072821545,One year,Fiber optic,1,Bank transfer,0
32,24.98424528999172,Month-to-month,None,4,Bank transfer,0
28,41.98542339089625,Two year,DSL,9,Mailed check,0
49,26.49621207879684,Month-to-month,None,1,Electronic check,0
34,77.16052271675363,Month-to-month,Fiber optic,0,Mailed check,0
61,53.9296101206285,Two year,Fiber optic,2,Credit card,0
57,115.02092680993078,Month-to-month,None,1,Mailed check,0
70,102.7895479085313,One year,DSL,0,Bank transfer,0
55,52.58502449399185,Month-to-month,DSL,1,Credit card,0
50,52.30774071222503,Month-to-month,None,2,Credit card,0
69,37.25364383910505,Two year,Fiber optic,3,Electronic check,0
1,49.681753570502956,Month-to-month,DSL,2,Electronic check,1
59,98.28164306749414,One year,None,2,Mailed check,0
21,51.043488706891964,Month-to-month,Fiber optic,4,Bank transfer,0
28,73.04839404276623,Month-to-month,Fiber optic,1,Credit card,0
71,61.289864930535444,Month-to-month,Fiber optic,0,Electronic check,0
15,80.08248340464888,Month-to-month,DSL,2,Credit card,0
58,62.807564241508956,Month-to-month,DSL,9,Credit card,0
14,,Month-to-month,Fiber optic,2,Mailed check,1
60,62.594371046916734,Two year,DSL,2,Credit card,0
5,42.82366276396163,Two year,DSL,1,Bank transfer,1
4,52.164547294955206,One year,Fiber optic,1,Credit card,0
27,88.40466471263282,Two year,DSL,3,Credit card,1
11,83.65145617003226,Month-to-month,Fiber optic,1,Mailed check,0
13,,Two year,DSL,0,Bank transfer,0
31,40.60990912984848,One year,None,1,Credit card,1
8,81.05152291802197,Two year,Fiber optic,2,Mailed check,0
22,83.33586590794229,Two year,DSL,0,Bank transfer,1
50,20.213398391627727,Month-to-month,Fiber optic,0,Mailed check,0
11,76.95137862798227,Month-to-month,DSL,1,Credit card,1
26,,Month-to-month,DSL,4,Mailed check,0
35,38.75397940286449,One year,None,1,Electronic check,1
60,41.13656986453025,Month-to-month,Fiber optic,2,Mailed check,1
2,78.37512246561148,Two year,Fiber optic,0,Credit card,0
36,22.079413494173032,Month-to-month,Fiber optic,0,Electronic check,1
24,56.24847755473812,Month-to-month,DSL,2,Bank transfer,0
36,14.52091218371175,Two year,None,0,Bank transfer,0
20,48.768721709575615,Two year,Fiber optic,0,Mailed check,0
6,38.158075510528775,Month-to-month,Fiber optic,3,Mailed check,0
63,23.559230704307744,Two year,DSL,2,Bank transfer,0
58,123.06353473290692,Month-to-month,Fiber optic,0,Electronic check,0
36,119.80977036492233,Two year,DSL,0,Bank transfer,1
42,95.87541207319005,Month-to-month,DSL,0,Mailed check,0
35,93.35519572519178,One year,DSL,2,Credit card,1
17,27.462930187144806,Month-to-month,DSL,0,Credit card,1
8,36.59253862819927,One year,DSL,0,Mailed check,0
28,125.7458172606688,Month-to-month,DSL,0,Electronic check,0
19,104.3282809882208,One year,Fiber optic,3,Bank transfer,0
51,83.21652206916183,Two year,Fiber optic,2,Bank transfer,0
61,99.02799252431875,Two year,Fiber optic,4,Bank transfer,0
46,16.897863425696347,One year,DSL,1,Bank transfer,0
23,9.793407824176427,Two year,DSL,1,Mailed check,0
34,18.954561366942414,Month-to-month,Fiber optic,1,Bank transfer,0
1,61.76388784876272,Month-to-month,None,1,Electronic check,0
66,63.11694424255118,Month-to-month,None,1,Bank transfer,1
59,44.9842176653478,One year,DSL,0,Bank transfer,1
24,44.97199220727261,Month-to-month,Fiber optic,2,Credit card,0
24,53.78089367778535,Two year,Fiber optic,2,Bank transfer,0
22,55.70460075195969,Two year,None,0,Mailed check,0
0,,Two year,DSL,1,Electronic check,0
59,45.36416433004376,Month-to-month,DSL,1,Credit card,0
48,79.41744122713344,Month-to-month,Fiber optic,0,Mailed check,1
43,35.021381483230854,Two year,None,4,Credit card,0
